competition,role,judge
gpfra2021\SEG003OF,Judge No.7,Mr. Yury KLIUSHNIKOV
gpfra2021\SEG003OF,Judge No.8,Ms. Elena FOMINA
gpfra2021\SEG003OF,Judge No.9,Ms. Elisabeth LOUESDON
gpfra2021\SEG004OF,Judge No.1,Ms. Linda LEAVER
gpfra2021\SEG004OF,Judge No.2,Ms. So Young AN
gpfra2021\SEG004OF,Judge No.3,Mr. Daniel DELFA
gpfra2021\SEG004OF,Judge No.4,Ms. Yuko OGAWA
gpfra2021\SEG004OF,Judge No.5,Ms. Laimute KRAUZIENE
gpfra2021\SEG004OF,Judge No.6,Ms. Nicole LEBLANC-RICHARD
gpfra2021\SEG004OF,Judge No.7,Mr. Yury KLIUSHNIKOV
gpfra2021\SEG004OF,Judge No.8,Ms. Elena FOMINA
gpfra2021\SEG004OF,Judge No.9,Ms. Elisabeth LOUESDON
gpjpn2021\data0130,Judge No.1,Ms. Marketa HORKLOVA
gpjpn2021\data0130,Judge No.2,Ms. Julia ANDREEVA
gpjpn2021\data0130,Judge No.3,Mr. Walter TOIGO
gpjpn2021\data0130,Judge No.4,Ms. Deborah ISLAM
gpjpn2021\data0130,Judge No.5,Ms. Yoko KUNO
gpjpn2021\data0130,Judge No.6,Ms. Young Kyung HAN
gpjpn2021\data0130,Judge No.7,Ms. Pernilla BOHLING
gpjpn2021\data0130,Judge No.8,Ms. Deborah CURRIE
gpjpn2021\data0130,Judge No.9,Ms. Katarina HENRIKSSON
gpjpn2021\data0150,Judge No.1,Ms. Marketa HORKLOVA
gpjpn2021\data0150,Judge No.2,Ms. Julia ANDREEVA
gpjpn2021\data0150,Judge No.3,Mr. Walter TOIGO
gpjpn2021\data0150,Judge No.4,Ms. Deborah ISLAM
gpjpn2021\data0150,Judge No.5,Ms. Yoko KUNO
gpjpn2021\data0150,Judge No.6,Ms. Young Kyung HAN
gpjpn2021\data0150,Judge No.7,Ms. Pernilla BOHLING
gpjpn2021\data0150,Judge No.8,Ms. Deborah CURRIE
gpjpn2021\data0150,Judge No.9,Ms. Katarina HENRIKSSON
gpjpn2021\data0230,Judge No.1,Ms. Janice HUNTER
gpjpn2021\data0230,Judge No.2,Ms. Katarina HENRIKSSON
gpjpn2021\data0230,Judge No.3,Ms. Adrienn SCHADENBAUER
gpjpn2021\data0230,Judge No.4,Ms. Deborah CURRIE
gpjpn2021\data0230,Judge No.5,Mr. Peter VOTH
gpjpn2021\data0230,Judge No.6,Ms. Olga KOZHEMYAKINA
gpjpn2021\data0230,Judge No.7,Ms. Young Kyung HAN
gpjpn2021\data0230,Judge No.8,Ms. Pernilla BOHLING
gpjpn2021\data0230,Judge No.9,Ms. Ayako SHIMODE
gpjpn2021\data0250,Judge No.1,Ms. Janice HUNTER
gpjpn2021\data0250,Judge No.2,Ms. Katarina HENRIKSSON
gpjpn2021\data0250,Judge No.3,Ms. Adrienn SCHADENBAUER
gpjpn2021\data0250,Judge No.4,Ms. Deborah CURRIE
gpjpn2021\data0250,Judge No.5,Mr. Peter VOTH
gpjpn2021\data0250,Judge No.6,Ms. Olga KOZHEMYAKINA
gpjpn2021\data0250,Judge No.7,Ms. Young Kyung HAN
gpjpn2021\data0250,Judge No.8,Ms. Pernilla BOHLING
gpjpn2021\data0250,Judge No.9,Ms. Ayako SHIMODE
gprus2021\SEG001OF,Judge No.1,Mr. Igor DOLGUSHIN
gprus2021\SEG001OF,Judge No.2,Ms. Carmen LAUN
gprus2021\SEG001OF,Judge No.3,Ms. Jitka MOKRA
gprus2021\SEG001OF,Judge No.4,Ms. Yulia LEVSHUNOVA
gprus2021\SEG001OF,Judge No.5,Mr. Yury KLIUSHNIKOV
gprus2021\SEG001OF,Judge No.6,Mr. Kevin ROSENSTEIN
gprus2021\SEG001OF,Judge No.7,Mr. Attila SOOS
gprus2021\SEG001OF,Judge No.8,Mr. Marco BUTTARELLI
gprus2021\SEG001OF,Judge No.9,Mr. Yuriy GUSKOV
gprus2021\SEG002OF,Judge No.1,Mr. Igor DOLGUSHIN
gprus2021\SEG002OF,Judge No.2,Ms. Carmen LAUN
gprus2021\SEG002OF,Judge No.3,Ms. Jitka MOKRA
gprus2021\SEG002OF,Judge No.4,Ms. Yulia LEVSHUNOVA
gprus2021\SEG002OF,Judge No.5,Mr. Yury KLIUSHNIKOV
gprus2021\SEG002OF,Judge No.6,Mr. Kevin ROSENSTEIN
gprus2021\SEG002OF,Judge No.7,Mr. Attila SOOS
gprus2021\SEG002OF,Judge No.8,Mr. Marco BUTTARELLI
gprus2021\SEG002OF,Judge No.9,Mr. Yuriy GUSKOV
gprus2021\SEG003OF,Judge No.1,Mr. Yuriy GUSKOV
gprus2021\SEG003OF,Judge No.2,Mr. Yury KLIUSHNIKOV
gprus2021\SEG003OF,Judge No.3,Ms. Malgorzata SOBKOW
gprus2021\SEG003OF,Judge No.4,Mr. Kevin ROSENSTEIN
gprus2021\SEG003OF,Judge No.5,Ms. Polina YAKOBS
gprus2021\SEG003OF,Judge No.6,Ms. Katharina RAUCH
gprus2021\SEG003OF,Judge No.7,Mr. Massimo ORLANDINI
gprus2021\SEG003OF,Judge No.8,Ms. Patty KLEIN
gprus2021\SEG003OF,Judge No.9,Ms. Francoise de RAPPARD
gprus2021\SEG004OF,Judge No.1,Mr. Yuriy GUSKOV
gprus2021\SEG004OF,Judge No.2,Mr. Yury KLIUSHNIKOV
gprus2021\SEG004OF,Judge No.3,Ms. Malgorzata SOBKOW
gprus2021\SEG004OF,Judge No.4,Mr. Kevin ROSENSTEIN
gprus2021\SEG004OF,Judge No.5,Ms. Polina YAKOBS
gprus2021\SEG004OF,Judge No.6,Ms. Katharina RAUCH
gprus2021\SEG004OF,Judge No.7,Mr. Massimo ORLANDINI
gprus2021\SEG004OF,Judge No.8,Ms. Patty KLEIN
gprus2021\SEG004OF,Judge No.9,Ms. Francoise de RAPPARD
gpita2021\SEG001OF,Judge No.1,Ms. Vera TAUCHMANOVA
gpita2021\SEG001OF,Judge No.2,Mr. Bing HAN
gpita2021\SEG001OF,Judge No.3,Ms. Elena KHMYZENKO
gpita2021\SEG001OF,Judge No.4,Ms. Chihee RHEE
gpita2021\SEG001OF,Judge No.5,Mr. Massimo ORLANDINI
gpita2021\SEG001OF,Judge No.6,Ms. Agita ABELE
gpita2021\SEG001OF,Judge No.7,Ms. Angelika ULLM
gpita2021\SEG001OF,Judge No.8,Ms. Miwako ANDO
gpita2021\SEG001OF,Judge No.9,Ms. Peggy GRAHAM
gpita2021\SEG002OF,Judge No.1,Ms. Vera TAUCHMANOVA
gpita2021\SEG002OF,Judge No.2,Mr. Bing HAN
gpita2021\SEG002OF,Judge No.3,Ms. Elena KHMYZENKO
gpita2021\SEG002OF,Judge No.4,Ms. Chihee RHEE
gpita2021\SEG002OF,Judge No.5,Mr. Massimo ORLANDINI
gpita2021\SEG002OF,Judge No.6,Ms. Agita ABELE
gpita2021\SEG002OF,Judge No.7,Ms. Angelika ULLM
gpita2021\SEG002OF,Judge No.8,Ms. Miwako ANDO
gpita2021\SEG002OF,Judge No.9,Ms. Peggy GRAHAM
gpita2021\SEG003OF,Judge No.1,Ms. Lolita LABUNSKAIYA
gpita2021\SEG003OF,Judge No.2,Ms. Vera TAUCHMANOVA
gpita2021\SEG003OF,Judge No.3,Mr. Bing HAN
gpita2021\SEG003OF,Judge No.4,Ms. Chihee RHEE
gpita2021\SEG003OF,Judge No.5,Ms. Angelika ULLM
gpita2021\SEG003OF,Judge No.6,Mr. Ron CONACHER
gpita2021\SEG003OF,Judge No.7,Ms. Miwako ANDO
gpita2021\SEG003OF,Judge No.8,Ms. Virginia de AGOSTINI
gpita2021\SEG003OF,Judge No.9,Mr. Antony GREVISSE
gpita2021\SEG004OF,Judge No.1,Ms. Lolita LABUNSKAIYA
gpita2021\SEG004OF,Judge No.2,Ms. Vera TAUCHMANOVA
gpita2021\SEG004OF,Judge No.3,Mr. Bing HAN
gpita2021\SEG004OF,Judge No.4,Ms. Chihee RHEE
gpita2021\SEG004OF,Judge No.5,Ms. Angelika ULLM
gpita2021\SEG004OF,Judge No.6,Mr. Ron CONACHER
gpita2021\SEG004OF,Judge No.7,Ms. Miwako ANDO
gpita2021\SEG004OF,Judge No.8,Ms. Virginia de AGOSTINI
gpita2021\SEG004OF,Judge No.9,Mr. Antony GREVISSE
